net1 X,net1 YRe,net1 YReImag
1,5593.020047034564,-0.5969598796203358
1.584893192461114,5593.01995071389,-0.9461176330906647
2.511886431509581,5593.019708783904,-1.499495331102038
3.981071705534974,5593.019101052364,-2.37653968418899
6.309573444801934,5593.017574482496,-3.766560539141127
10,5593.013739970312,-5.969592065279501
15.84893192461114,5593.004108099562,-9.461149534619606
25.11886431509581,5592.979914080504,-14.99484663338952
39.81071705534975,5592.919142401223,-23.76497215549005
63.09573444801936,5592.766496621963,-37.66391473098056
100.0000000000001,5592.383104550676,-59.68919047813527
158.4893192461115,5591.42029900499,-94.58470669813633
251.1886431509582,5589.003275383537,-149.8418639233852
398.1071705534976,5582.941232840969,-237.2257957458998
630.9573444801939,5567.771842387396,-374.9560921677868
1000.000000000001,5530.029197815697,-590.237413419862
1584.893192461115,5437.442914465379,-919.8030442873664
2511.886431509583,5217.99768245738,-1398.962493162172
3981.071705534978,4737.704352717236,-2013.146222550539
6309.573444801941,3847.983014059533,-2591.513684890451
10000.00000000001,2614.524760903751,-2790.909589134289
15848.93192461116,1448.177630362102,-2450.512188207154
25118.86431509584,682.6828830004964,-1831.72443235496
39810.71705534979,292.9996386945002,-1247.459123608641
63095.73444801944,120.0895423043922,-812.7717661282536
100000.0000000002,48.07166469962718,-519.5722118781282
158489.3192461117,18.8705798498275,-329.5538176143494
251188.6431509586,7.159646694785776,-208.370449893811
398107.1705534981,2.483737907569721,-131.5816386018896
630957.3444801947,0.6200546866568035,-83.04804436118029
1000000.000000002,-0.1222142838388798,-52.40350520514161
1584893.192461117,-0.417715125309466,-33.0610153510393
2511886.431509587,-0.5352227182213894,-20.85243591898877
3981071.705534983,-0.5816481794053047,-13.1442927061854
6309573.44480195,-0.5992377607115609,-8.273253418059978
10000000.00000003,-0.6040137268173696,-5.188154234723403
15848931.92461118,-0.6004226934616596,-3.223655629226248
25118864.31509588,-0.5857929887395169,-1.957798006874091
39810717.05534985,-0.550079586925493,-1.124503312275925
63095734.44801953,-0.4761354343797724,-0.5647761998814768
100000000.0000003,-0.3517385875768418,-0.2020262068753212
158489319.2461119,-0.1971986808696924,-0.01115672724945222
251188643.1509589,-0.06981351383198792,0.04014949775343012
398107170.5534986,-0.009192311182479906,0.02363053552596611
630957344.4801955,0.00124523269415847,0.004868153066087207
1000000000.000004,0.0001088244544564581,0.001026645697471165
1584893192.461119,0.0001332578771374383,0.0003882729299646322
2511886431.50959,0.0001177777048353991,0.0001053430747034094
3981071705.534988,6.734925438663214e-05,7.624611660198131e-06
6309573444.801957,2.893307137225163e-05,-1.807572560409945e-05
10000000000,7.069520423173199e-06,-1.893242403113349e-05
