net09 X,net09 Y,net9 X,net9 Y
0.002417000000000002,0.8985480842716088,0.002417000000000002,0.8998640927416883
0.002418000000000002,0.8941818732386484,0.002418000000000002,0.8954437306146472
0.002419000000000003,0.8898001005802814,0.002419000000000003,0.8910033940962374
0.002420000000000002,0.8854029392813869,0.002420000000000002,0.8865443508629225
0.002421000000000003,0.8809905629343637,0.002421000000000003,0.8820677184867139
0.002422000000000003,0.87656314573228,0.002422000000000003,0.877574426281439
0.002423000000000003,0.8721208624619785,0.002423000000000003,0.8730653077889479
0.002424000000000003,0.8676638884972024,0.002424000000000003,0.8685410473622083
0.002425000000000003,0.8631923997916486,0.002425000000000003,0.8640022758504006
0.002426000000000003,0.8587065728720373,0.002426000000000003,0.859449502998478
0.002427000000000004,0.8542065848311318,0.002427000000000004,0.854883217693261
0.002428000000000004,0.8496926133207572,0.002428000000000004,0.85030380718691
0.002429000000000004,0.845164836544777,0.002429000000000004,0.8457116630412859
0.002430000000000004,0.8406234332520683,0.002430000000000004,0.8411070880604631
0.002431000000000004,0.8360685827294529,0.002431000000000004,0.8364904088203893
0.002432000000000004,0.8315004647946342,0.002432000000000004,0.8318618710809758
0.002433000000000004,0.8269192597890865,0.002433000000000004,0.8272217595425313
0.002434000000000004,0.8223251485709364,0.002434000000000004,0.8225702824068132
0.002435000000000005,0.8177183125078311,0.002435000000000005,0.8179076987883167
0.002436000000000005,0.8130989334697662,0.002436000000000005,0.813234193017878
0.002437000000000005,0.8084671938219231,0.002437000000000005,0.808550009952319
0.002438000000000005,0.8038232764174444,0.002438000000000005,0.8038553195402686
0.002439000000000005,0.7991673645902442,0.002439000000000005,0.7991503601493046
0.002440000000000005,0.7944996421477453,0.002440000000000005,0.7944352938409053
0.002441000000000005,0.7898202933636397,0.002441000000000005,0.7897103577301765
0.002442000000000005,0.7851295029706027,0.002442000000000005,0.7849757103824143
0.002443000000000006,0.7804274561530069,0.002443000000000006,0.7802315911171001
0.002444000000000006,0.7757143385396137,0.002444000000000006,0.7754781579254255
0.002445000000000006,0.770990336196232,0.002445000000000006,0.7707156545457355
0.002446000000000006,0.7662556356183886,0.002446000000000006,0.7659442402951454
0.002447000000000006,0.7615104237239523,0.002447000000000006,0.7611641646779823
0.002448000000000006,0.7567548878457662,0.002448000000000006,0.7563755895184282
0.002449000000000006,0.7519892157242414,0.002449000000000006,0.7515787708073529
0.002450000000000007,0.7472135954999557,0.002450000000000007,0.7467738735261668
0.002451000000000007,0.7424282157062145,0.002451000000000007,0.7419611603840429
0.002452000000000007,0.7376332652616249,0.002452000000000007,0.7371407997295316
0.002453000000000007,0.732828933462612,0.002453000000000007,0.7323130607684165
0.002454000000000007,0.7280154099759744,0.002454000000000007,0.7274781149826947
0.002455000000000008,0.7231928848313771,0.002455000000000008,0.7226362373368294
