net1 X,net1 YRe,net1 YReImag
1,1979.446920781409,-0.2673918151673992
1.584893192461114,1979.4468661861,-0.4237874558932331
2.511886431509581,1979.446729035872,-0.6716578073663672
3.981071705534974,1979.446384526557,-1.064505701318281
6.309573444801934,1979.445519131903,-1.68712710185617
10,1979.443345378046,-2.673913322558625
15.84893192461114,1979.437885189231,-4.237855333868852
25.11886431509581,1979.424169951589,-6.71650153785653
39.81071705534975,1979.389719658104,-10.64475232393082
63.09573444801936,1979.303189707032,-16.8700580824509
100.0000000000001,1979.08586968759,-26.73430497589843
158.4893192461115,1978.540196873691,-42.35933708252618
251.1886431509582,1977.170854811482,-67.08856755096238
398.1071705534976,1973.7395676776,-106.143712345331
630.9573444801939,1965.172859097227,-167.4963893843452
1000.000000000001,1943.978680923198,-262.6012930511533
1584.893192461115,1892.704240140873,-405.2190005007487
2511.886431509583,1775.096141806004,-602.328142175741
3981.071705534978,1535.43350228846,-825.7582283942672
6309.573444801941,1146.557189344185,-977.3369166755863
10000.00000000001,700.6933811158024,-946.7681327620179
15848.93192461116,354.3630946581031,-759.1586270876689
25118.86431509584,157.96945318302,-536.8840783992828
39810.71705534979,65.90552197778786,-355.8725421288062
63095.73444801944,26.61105022691046,-229.1511826014795
100000.0000000002,10.51481436784027,-145.776141040218
158489.3192461117,4.032699499554221,-92.28099123089333
251188.6431509586,1.440230880938151,-58.30123131712386
398107.1705534981,0.4062593093361802,-36.80394559528222
630957.3444801947,-0.005664400426893174,-23.22516846571824
1000000.000000002,-0.169680090515977,-14.65311022478225
1584893.192461117,-0.2349286848597769,-9.24231488962633
2511886.431509587,-0.2607682849616586,-5.826075214280518
3981071.705534983,-0.2707106054880922,-3.667310499418125
6309573.44480195,-0.2738068319989908,-2.30017332167915
10000000.00000003,-0.2729005139851278,-1.429768288573427
15848931.92461118,-0.2673263375939203,-0.8689242769352978
25118864.31509588,-0.2529435284661072,-0.4991390178122011
39810717.05534985,-0.2215660849765823,-0.2488150851572717
63095734.44801953,-0.1653508593626488,-0.08405798119743485
100000000.0000003,-0.09237035400467355,0.002623424480561712
158489319.2461119,-0.03198516596816368,0.0238690500944224
251188643.1509589,-0.003395881598953722,0.0145451740256264
398107170.5534986,0.002449191821989374,0.004228273834109387
630957344.4801955,0.001195057849784157,0.0004482796385851203
1000000000.000004,0.0003016220902658883,7.552860783327355e-05
1584893192.461119,0.0001335081983909607,3.667385777676219e-05
2511886431.50959,6.83707529690051e-05,3.793722675685801e-06
3981071705.534988,3.475585687306686e-05,-8.670593890659747e-06
6309573444.801957,1.686726708957246e-05,-1.262574673737806e-05
10000000000,5.942983683712775e-06,-1.261663910614924e-05
