net1 X,net1 Y
-0.005,0.1023115734516084
-0.0048,0.1026364108123408
-0.004600000000000001,0.102977207265086
-0.004400000000000001,0.1033366191948458
-0.004200000000000001,0.1037167709231966
-0.004000000000000002,0.1041201742712007
-0.003800000000000002,0.1045498295150443
-0.003600000000000002,0.1050093617430499
-0.003400000000000002,0.1055032087537918
-0.003200000000000001,0.106036885957877
-0.003000000000000001,0.1066173696724503
-0.002800000000000001,0.1072536689600083
-0.002600000000000001,0.1079577094773348
-0.002400000000000001,0.1087457583449258
-0.002200000000000001,0.1096408393708576
-0.002000000000000001,0.1106770818063367
-0.001800000000000001,0.1119081422994003
-0.001600000000000001,0.113424991143868
-0.001400000000000001,0.1153972428474062
-0.001200000000000001,0.1181762378169366
-0.001,0.1225215285429659
-0.0008000000000000005,0.1296717059720935
-0.0006000000000000005,0.1404394989955248
-0.0004000000000000005,0.1554695806324489
-0.0002000000000000005,0.1769278725269085
0,0.2113937469925827
0.0002,0.2953963411174729
0.0004,0.6356431673108558
0.0006000000000000001,1.027622826288091
0.0008,1.106601051948135
0.001,1.138217148799556
0.0012,1.158821779593493
0.0014,1.173174639459459
0.0016,1.183182616584514
0.0018,1.189797487832434
0.002,1.193831603223091
0.002200000000000001,1.19611634628232
0.002400000000000001,1.197355865019976
0.002600000000000001,1.198051318066032
0.002800000000000001,1.198476685797812
0.003000000000000001,1.198757251066991
0.003200000000000001,1.19895695782013
0.003400000000000001,1.199106330249418
0.003600000000000001,1.199222265344285
0.003800000000000001,1.199314812882912
0.004000000000000001,1.199390324240666
0.004200000000000001,1.199453019197215
0.0044,1.199505818757462
0.0046,1.19955081444163
0.0048,1.199589546500345
0.005,1.199623176245008
