V0.p X,V0.p Y
3.349999999999986e-06,-0.0001475729627247632
3.359999999999986e-06,-0.0001479992669276663
3.369999999999986e-06,-0.0001477887683524891
3.379999999999986e-06,-0.0001477129142357501
3.389999999999985e-06,-0.0001476741756447745
3.399999999999985e-06,-0.0001476516075961964
3.409999999999985e-06,-0.0001756633522765689
3.419999999999985e-06,-0.0001768298073425729
3.429999999999985e-06,-0.0001751740922874749
3.439999999999985e-06,-0.0001736820342077044
3.449999999999985e-06,-0.0001734143145640127
3.459999999999985e-06,-0.0001734565421602695
3.469999999999985e-06,-0.0001733378348685408
3.479999999999985e-06,-0.0001732774941216214
3.489999999999984e-06,-0.0001732328739629015
3.499999999999984e-06,-0.0001732211733688153
3.509999999999984e-06,-0.0001665946473403687
3.519999999999984e-06,-0.0001703735887162089
3.529999999999984e-06,-0.0001724771799021433
3.539999999999984e-06,-0.0001726904715141833
3.549999999999984e-06,-0.0001724370766998297
3.559999999999985e-06,-0.0001731163030633446
3.569999999999984e-06,-0.0001728757847423904
3.579999999999984e-06,-0.0001728416617083978
3.589999999999984e-06,-0.000172813343607537
3.599999999999983e-06,-0.0001728052836028367
3.609999999999984e-06,-0.0001712261780728885
3.619999999999984e-06,-0.000146295724060238
3.629999999999983e-06,-0.0001470498439344953
3.639999999999983e-06,-0.0001472002137882104
3.649999999999984e-06,-0.0001471998466361111
3.659999999999984e-06,-0.000147379022295319
3.669999999999983e-06,-0.0001472292865307857
3.679999999999984e-06,-0.0001471655849305156
3.689999999999984e-06,-0.0001471366107640571
3.699999999999983e-06,-0.0001471193749590212
3.709999999999983e-06,-0.0001540497491035214
3.719999999999983e-06,-0.0007431082800283868
3.729999999999983e-06,-0.0001743972021559678
3.739999999999983e-06,-0.0001724295954374151
3.749999999999983e-06,-0.0001721333541654913
3.759999999999983e-06,-0.000172217045293607
3.769999999999983e-06,-0.0001719471622315015
3.779999999999983e-06,-0.0001720603684028151
3.789999999999983e-06,-0.0001720294230190456
3.799999999999983e-06,-0.0001720141849814463
3.809999999999982e-06,-0.0001677576015508578
3.819999999999982e-06,-0.0001742447984649853
3.829999999999982e-06,-0.0001770602428212248
3.839999999999982e-06,-0.0001476514032192697
3.849999999999982e-06,-0.0001474909489097739
3.859999999999982e-06,-0.0001478377922512499
3.869999999999982e-06,-0.0001476067325202647
3.879999999999982e-06,-0.0001475281328081733
3.889999999999982e-06,-0.0001474886941005419
3.899999999999982e-06,-0.0001474659517576632
3.909999999999981e-06,-0.0008044992163490731
3.919999999999981e-06,-0.0001769218830005019
3.929999999999981e-06,-0.0001759633025160232
3.939999999999981e-06,-0.0001740250618828714
3.949999999999982e-06,-0.000173805667743984
3.959999999999982e-06,-0.0001739551607405182
3.969999999999981e-06,-0.0001737096408399675
3.979999999999981e-06,-0.0001736567178560551
3.989999999999981e-06,-0.0001736310150713379
3.999999999999981e-06,-0.0001736140553336526
4.009999999999981e-06,-0.0001668483775113563
4.01999999999998e-06,-0.0001706600137246616
4.029999999999981e-06,-0.0001720920021146641
4.039999999999981e-06,-0.0001723496934544499
4.049999999999981e-06,-0.0001723918230651812
4.059999999999981e-06,-0.0001727927703788753
4.069999999999981e-06,-0.0001725415245825881
4.07999999999998e-06,-0.000172504349564232
4.08999999999998e-06,-0.00017247281891722
4.09999999999998e-06,-0.0001724602351302579
4.109999999999981e-06,-0.0001677441888358075
4.11999999999998e-06,-0.0001735866428223062
4.12999999999998e-06,-0.0001475406442368364
4.13999999999998e-06,-0.0001476819815612376
4.14999999999998e-06,-0.0001477154240780358
4.15999999999998e-06,-0.0001479111313488432
4.16999999999998e-06,-0.0001477691559435068
4.179999999999979e-06,-0.0001477178355946788
4.18999999999998e-06,-0.0001476878365554873
4.19999999999998e-06,-0.0001476700347628655
4.20999999999998e-06,-0.0001526657080642609
4.21999999999998e-06,-0.0001830105271850663
4.229999999999979e-06,-0.0001750954075571371
4.239999999999979e-06,-0.0001729249008187114
4.249999999999979e-06,-0.0001726252053725079
4.259999999999979e-06,-0.0001726765814205251
4.269999999999979e-06,-0.0001725553268619269
4.279999999999979e-06,-0.0001725137196013281
4.289999999999979e-06,-0.0001724861253975893
4.299999999999979e-06,-0.000172470626305
4.309999999999979e-06,-0.00016714280916005
4.319999999999979e-06,-0.0001714772409060659
4.329999999999978e-06,-0.0001735799259726281
4.339999999999978e-06,-0.0001752943553263615
4.349999999999978e-06,-0.0001754556414045986
4.359999999999979e-06,-0.0001771728097284562
4.369999999999978e-06,-0.0001767596205533452
4.379999999999978e-06,-0.0001767181265778884
4.389999999999978e-06,-0.0001766967389160475
4.399999999999978e-06,-0.0001766811709800282
4.409999999999978e-06,-0.0001730692866782001
4.419999999999978e-06,-0.0001454832495545763
4.429999999999977e-06,-0.0001466418987203421
4.439999999999978e-06,-0.0001467415390918489
4.449999999999978e-06,-0.0001467671478291509
4.459999999999978e-06,-0.0001468876407931318
4.469999999999978e-06,-0.0001467600527091408
4.479999999999977e-06,-0.0001467075605618701
4.489999999999977e-06,-0.0001466783402427008
4.499999999999977e-06,-0.0001466600216291827
4.509999999999978e-06,-0.0001544381428149787
4.519999999999978e-06,-0.0001560540404079551
4.529999999999978e-06,-0.0001757705245444767
4.539999999999978e-06,-0.0001726189358148631
4.549999999999978e-06,-0.0001721229962139961
4.559999999999978e-06,-0.0001721534519380392
4.569999999999977e-06,-0.0001720558284932067
4.579999999999976e-06,-0.0001720129601490782
4.589999999999976e-06,-0.000171984994606495
4.599999999999977e-06,-0.0001719693191521556
4.609999999999977e-06,-0.0001680729560587961
4.619999999999977e-06,-0.0001762402616122646
4.629999999999977e-06,-0.0001734556866260457
4.639999999999977e-06,-0.0001475361941573133
4.649999999999977e-06,-0.0001474439096629174
4.659999999999977e-06,-0.0001478707225369306
4.669999999999976e-06,-0.0001476465525899535
4.679999999999976e-06,-0.0001475686608091278
4.689999999999976e-06,-0.0001475293084144139
4.699999999999976e-06,-0.0001475065572443893
4.709999999999976e-06,-0.0007209173656177193
4.719999999999976e-06,-0.0001771940542008791
4.729999999999976e-06,-0.0001761975720816541
4.739999999999976e-06,-0.0001742130594317748
4.749999999999977e-06,-0.0001739483938769114
4.759999999999976e-06,-0.0001740345776034996
4.769999999999976e-06,-0.0001738388107245058
4.779999999999975e-06,-0.0001737878305300954
4.789999999999975e-06,-0.0001737619250165724
4.799999999999975e-06,-0.0001737459239616498
4.809999999999975e-06,-0.0001670776252754922
4.819999999999975e-06,-0.0001705459957312251
4.829999999999976e-06,-0.0001720377762443102
4.839999999999976e-06,-0.0001717500454687376
4.849999999999976e-06,-0.0001725808730736984
4.859999999999975e-06,-0.0001725723527786599
4.869999999999975e-06,-0.0001723186151810585
4.879999999999974e-06,-0.0001722817003272273
4.889999999999974e-06,-0.0001722502201996807
4.899999999999974e-06,-0.0001722376209005012
4.909999999999974e-06,-0.0001676162810638902
4.919999999999975e-06,-0.0001756673833616331
4.929999999999975e-06,-0.0001476451533640716
4.939999999999975e-06,-0.0001477201293380315
4.949999999999975e-06,-0.0001477364658958653
4.959999999999975e-06,-0.0001479895292738552
4.969999999999974e-06,-0.0001479002367563157
4.979999999999973e-06,-0.0001478337643968842
4.989999999999973e-06,-0.0001478083439420459
4.999999999999974e-06,-0.0001477888756906342
5.009999999999974e-06,-0.0001537787822473068
5.019999999999974e-06,-0.0001809278388158068
5.029999999999974e-06,-0.0001756795573035362
5.039999999999974e-06,-0.0001736168188053977
5.049999999999974e-06,-0.0001732827306411811
5.059999999999974e-06,-0.0001732878035709887
5.069999999999974e-06,-0.0001731820055077162
5.079999999999974e-06,-0.000173135029886823
5.089999999999973e-06,-0.0001731114307345947
5.099999999999973e-06,-0.0001730919251365021
5.109999999999973e-06,-0.0001665935406043204
5.119999999999973e-06,-0.0001714701942121342
5.129999999999973e-06,-0.0001723751858544319
5.139999999999973e-06,-0.0001725583755051885
5.149999999999973e-06,-0.0001725864889779911
5.159999999999973e-06,-0.0001729765438978126
5.169999999999973e-06,-0.000172724024052862
5.179999999999973e-06,-0.0001726890752782374
5.189999999999972e-06,-0.0001726559163256954
5.199999999999972e-06,-0.0001726440889050113
5.209999999999972e-06,-0.0001698119293461419
5.219999999999972e-06,-0.0001479024473779186
5.229999999999972e-06,-0.0001475132490825613
5.239999999999973e-06,-0.0001476682002511773
5.249999999999973e-06,-0.0001477144343618912
5.259999999999973e-06,-0.0001478688718415612
5.269999999999972e-06,-0.0001477492521305102
5.279999999999972e-06,-0.0001476964182998291
5.289999999999972e-06,-0.0001476674972230108
5.299999999999971e-06,-0.0001476490674533157
5.309999999999971e-06,-0.0001528188632974742
5.319999999999972e-06,-0.0001830383820517714
5.329999999999972e-06,-0.0001753130902157131
5.339999999999972e-06,-0.0001731315326222917
5.349999999999972e-06,-0.0001728467935569254
5.359999999999972e-06,-0.0001728284730462648
5.369999999999971e-06,-0.0001727455140186823
5.379999999999971e-06,-0.0001727153883947913
5.389999999999971e-06,-0.0001726674383207327
5.39999999999997e-06,-0.000172657488400059
5.409999999999971e-06,-0.0001667980075977371
5.419999999999971e-06,-0.000171917198618143
5.429999999999971e-06,-0.0001726486023294429
5.439999999999971e-06,-0.0001728195639835789
5.449999999999971e-06,-0.000172852640128131
5.459999999999971e-06,-0.0001732777581464786
5.46999999999997e-06,-0.0001732428108309446
5.479999999999971e-06,-0.0001733004722546516
5.489999999999971e-06,-0.0001732778629902359
5.499999999999971e-06,-0.0001732639360622771
5.50999999999997e-06,-0.0001726103564006244
5.51999999999997e-06,-0.0001467783754957309
5.52999999999997e-06,-0.0001473208851482888
5.53999999999997e-06,-0.0001474455343997635
5.54999999999997e-06,-0.0001474456395576482
5.55999999999997e-06,-0.0001476365279720309
5.56999999999997e-06,-0.0001474721544893177
5.57999999999997e-06,-0.0001474237719514373
5.58999999999997e-06,-0.0001473899605679689
5.59999999999997e-06,-0.0001473745775886703
5.609999999999969e-06,-0.0001539789653962566
5.619999999999969e-06,-0.0001841540783824524
5.629999999999969e-06,-0.0001751376917159305
5.639999999999969e-06,-0.0001729475156918848
5.64999999999997e-06,-0.0001726168018017146
5.65999999999997e-06,-0.0001725869147917967
5.669999999999969e-06,-0.00017252664094746
5.679999999999969e-06,-0.0001724950936748231
5.689999999999969e-06,-0.0001724476782208279
5.699999999999969e-06,-0.0001724370787703495
5.709999999999968e-06,-0.0001669566235446898
5.719999999999968e-06,-0.0001720988129485949
5.729999999999969e-06,-0.0001728109494759133
5.739999999999969e-06,-0.0001732414986283802
5.749999999999969e-06,-0.0001736111635461351
5.759999999999969e-06,-0.0001746247675343518
5.769999999999968e-06,-0.0001745209371119739
5.779999999999968e-06,-0.000174488697451209
5.789999999999968e-06,-0.0001744573242653483
5.799999999999969e-06,-0.0001744448111495572
5.809999999999969e-06,-0.0001731609748083175
5.819999999999968e-06,-0.0001466458869496961
5.829999999999968e-06,-0.0001472396294906982
5.839999999999968e-06,-0.0001473293213115752
5.849999999999968e-06,-0.0001473159643892521
5.859999999999968e-06,-0.0001474642117535081
5.869999999999968e-06,-0.0001473399109866775
5.879999999999967e-06,-0.0001472864858991266
5.889999999999968e-06,-0.0001472582082032017
5.899999999999968e-06,-0.0001472397638001688
5.909999999999968e-06,-0.0001542537632924252
5.919999999999967e-06,-0.0001864482372400533
5.929999999999967e-06,-0.0001750886068589364
5.939999999999967e-06,-0.0001727766062183385
5.949999999999967e-06,-0.000172571564632802
5.959999999999967e-06,-0.0001725284056197677
5.969999999999967e-06,-0.0001724590701037465
5.979999999999967e-06,-0.0001724265728196991
5.989999999999967e-06,-0.0001723805420985207
5.999999999999967e-06,-0.0001723657510413309
6.009999999999967e-06,-0.0001669289414765237
6.019999999999967e-06,-0.0001724724546705945
6.029999999999966e-06,-0.0001729313927238263
6.039999999999966e-06,-0.0001733534424080029
6.049999999999967e-06,-0.0001737538311667613
6.059999999999967e-06,-0.0001748272094462428
6.069999999999966e-06,-0.0001746969860065417
6.079999999999966e-06,-0.0001746645123522787
6.089999999999966e-06,-0.0001746331036797308
6.099999999999966e-06,-0.0001746206112426977
6.109999999999966e-06,-0.0001732664604273737
6.119999999999967e-06,-0.0001466442514994537
6.129999999999965e-06,-0.0001472585732616803
6.139999999999966e-06,-0.0001473363138435145
6.149999999999966e-06,-0.0001473687052367983
6.159999999999966e-06,-0.0001474993688228658
6.169999999999965e-06,-0.0001473750518735245
6.179999999999965e-06,-0.0001473214764021216
6.189999999999965e-06,-0.0001472932024044551
6.199999999999965e-06,-0.0001472747543996828
6.209999999999966e-06,-0.0001541756430426061
6.219999999999966e-06,-0.0001854333941354966
6.229999999999966e-06,-0.0001751227057023034
6.239999999999965e-06,-0.000173117655939318
6.249999999999965e-06,-0.0001726470501939026
6.259999999999965e-06,-0.0001726099068225177
6.269999999999965e-06,-0.0001725296892765523
6.279999999999964e-06,-0.0001724858590668822
6.289999999999965e-06,-0.0001724600813964442
6.299999999999965e-06,-0.0001724450285294815
6.309999999999965e-06,-0.0001668978095039701
6.319999999999965e-06,-0.0001723560888490347
6.329999999999965e-06,-0.0001727228107874565
6.339999999999964e-06,-0.0001729170474138774
6.349999999999964e-06,-0.0001729496584152738
6.359999999999964e-06,-0.000173566755169892
6.369999999999964e-06,-0.0001736354450060113
6.379999999999964e-06,-0.0001736148883681681
