I0.net070 X,I0.net070 Y,net20 X,net20 Y,net3 X,net3 Y,net7 X,net7 Y
7.600000000000018e-07,0.8511291739295159,7.600000000000018e-07,4.689261524419438e-07,7.600000000000018e-07,0.6190718597491978,7.600000000000018e-07,0.6
7.700000000000018e-07,0.8496344936606576,7.700000000000018e-07,4.690349529655301e-07,7.700000000000018e-07,0.6193220267176228,7.700000000000018e-07,0.6
7.800000000000018e-07,0.8495856525234757,7.800000000000018e-07,4.69042030104894e-07,7.800000000000018e-07,0.6195721631739303,7.800000000000018e-07,0.6
7.900000000000019e-07,0.8495950649327381,7.900000000000019e-07,4.690446268588385e-07,7.900000000000019e-07,0.6198222687231206,7.900000000000019e-07,0.6
8.000000000000019e-07,0.8495873848361202,8.000000000000019e-07,4.690459457097715e-07,8.000000000000019e-07,0.6200723429702429,8.000000000000019e-07,0.6
8.100000000000019e-07,0.7003645363244265,8.100000000000019e-07,1.199996539977041,8.100000000000019e-07,0.620322385520396,8.100000000000019e-07,0.6
8.200000000000019e-07,0.5475160183244935,8.200000000000019e-07,1.199997578033578,8.200000000000019e-07,0.6205723959787283,8.200000000000019e-07,0.6
8.300000000000019e-07,0.4917474596964125,8.300000000000019e-07,1.199998023377854,8.300000000000019e-07,0.6208223739504393,8.300000000000019e-07,0.6
8.40000000000002e-07,0.4816914801569863,8.40000000000002e-07,1.199998246252914,8.40000000000002e-07,0.6210723190407796,8.40000000000002e-07,0.6
8.50000000000001e-07,0.479650820189931,8.50000000000001e-07,1.199998401053158,8.50000000000001e-07,0.621322230855052,8.50000000000001e-07,0.6
8.60000000000002e-07,0.4680265883880882,8.60000000000002e-07,1.199995677280334,8.60000000000002e-07,0.6215721089986114,8.60000000000002e-07,0.6
8.70000000000002e-07,0.4676799862416538,8.70000000000002e-07,1.199997414853753,8.70000000000002e-07,0.6218219530768662,8.70000000000002e-07,0.6
8.800000000000021e-07,0.4676769391631771,8.800000000000021e-07,1.199998192592341,8.800000000000021e-07,0.6220717626952783,8.800000000000021e-07,0.6
8.900000000000021e-07,0.4677034839065722,8.900000000000021e-07,1.199998343952664,8.900000000000021e-07,0.6223215374593646,8.900000000000021e-07,0.6
9.000000000000021e-07,0.4676934819368521,9.000000000000021e-07,1.199998552241368,9.000000000000021e-07,0.6225712769746963,9.000000000000021e-07,0.6
9.100000000000022e-07,0.6392502127745681,9.100000000000022e-07,-1.025312061422218e-08,9.100000000000022e-07,0.6228209808469009,9.100000000000022e-07,0.6
9.200000000000022e-07,0.7920124358159142,9.200000000000022e-07,1.863165171617212e-11,9.200000000000022e-07,0.6230706486816616,9.200000000000022e-07,0.6
9.300000000000022e-07,0.8799110548159556,9.300000000000022e-07,1.701249311007433e-09,9.300000000000022e-07,0.6233202800847191,9.300000000000022e-07,0.6
9.400000000000022e-07,0.8953478188742159,9.400000000000022e-07,7.869448175086155e-10,9.400000000000022e-07,0.6235698746618712,9.400000000000022e-07,0.6
9.500000000000013e-07,0.8992216354003187,9.500000000000013e-07,5.72391918535149e-10,9.500000000000013e-07,0.6238194320189739,9.500000000000013e-07,0.6
9.600000000000022e-07,0.8896908758620345,9.600000000000022e-07,4.689402271477335e-07,9.600000000000022e-07,0.6240689517619423,9.600000000000022e-07,0.6
9.700000000000024e-07,0.888322781579321,9.700000000000024e-07,4.690354074957199e-07,9.700000000000024e-07,0.6243184334967505,9.700000000000024e-07,0.6
9.800000000000023e-07,0.8882591310980635,9.800000000000023e-07,4.690422118188702e-07,9.800000000000023e-07,0.6245678768294328,9.800000000000023e-07,0.6
9.900000000000024e-07,0.888275755749691,9.900000000000024e-07,4.690445357897455e-07,9.900000000000024e-07,0.6248172813660842,9.900000000000024e-07,0.6
1.000000000000002e-06,0.8882661004625143,1.000000000000002e-06,4.690462575921188e-07,1.000000000000002e-06,0.6250666467128608,1.000000000000002e-06,0.6
1.010000000000002e-06,0.7369216998109317,1.010000000000002e-06,1.199996526279309,1.010000000000002e-06,0.6253159724759808,1.010000000000002e-06,0.6
1.020000000000002e-06,0.5879105878098062,1.020000000000002e-06,1.199997574801739,1.020000000000002e-06,0.6255652582617247,1.020000000000002e-06,0.6
1.030000000000002e-06,0.5349390363630344,1.030000000000002e-06,1.199997999618425,1.030000000000002e-06,0.6258145036764362,1.030000000000002e-06,0.6
1.040000000000003e-06,0.5252185361976476,1.040000000000003e-06,1.199998243060017,1.040000000000003e-06,0.6260637083265229,1.040000000000003e-06,0.6
1.050000000000001e-06,0.5231904182725523,1.050000000000001e-06,1.199998400067671,1.050000000000001e-06,0.6263128718184565,1.050000000000001e-06,0.6
1.060000000000001e-06,0.5115044448942494,1.060000000000001e-06,1.199995725553454,1.060000000000001e-06,0.6265619937587739,1.060000000000001e-06,0.6
1.070000000000002e-06,0.5111679906508295,1.070000000000002e-06,1.199997561410876,1.070000000000002e-06,0.6268110737540775,1.070000000000002e-06,0.6
1.080000000000002e-06,0.5111655922338976,1.080000000000002e-06,1.199998118500805,1.080000000000002e-06,0.627060111411036,1.080000000000002e-06,0.6
1.090000000000002e-06,0.5111651995425321,1.090000000000002e-06,1.199998392950364,1.090000000000002e-06,0.627309106336385,1.090000000000002e-06,0.6
1.100000000000002e-06,0.5111661976720784,1.100000000000002e-06,1.199998542274878,1.100000000000002e-06,0.6275580581369276,1.100000000000002e-06,0.6
1.110000000000002e-06,0.6810391032682513,1.110000000000002e-06,3.570510188015687e-09,1.110000000000002e-06,0.6278069664195347,1.110000000000002e-06,0.6
1.120000000000002e-06,0.8351371995292959,1.120000000000002e-06,3.483995065911969e-11,1.120000000000002e-06,0.6280558307911464,1.120000000000002e-06,0.6
1.130000000000002e-06,0.9271636256843917,1.130000000000002e-06,1.137139940568353e-09,1.130000000000002e-06,0.6283046508587716,1.130000000000002e-06,0.6
1.140000000000002e-06,0.9439250769476899,1.140000000000002e-06,5.493998972861269e-10,1.140000000000002e-06,0.6285534262294897,1.140000000000002e-06,0.6
1.150000000000002e-06,0.948439021704175,1.150000000000002e-06,5.340170425811528e-10,1.150000000000002e-06,0.6288021565104503,1.150000000000002e-06,0.6
1.160000000000001e-06,0.9378123053529939,1.160000000000001e-06,4.689502386453133e-07,1.160000000000001e-06,0.6290508413088745,1.160000000000001e-06,0.6
1.170000000000001e-06,0.9366277765938472,1.170000000000001e-06,4.690349708751288e-07,1.170000000000001e-06,0.6292994802320548,1.170000000000001e-06,0.6
1.180000000000001e-06,0.9365883082112458,1.180000000000001e-06,4.690420773553284e-07,1.180000000000001e-06,0.6295480728873567,1.180000000000001e-06,0.6
1.190000000000001e-06,0.936604614177148,1.190000000000001e-06,4.690444403893059e-07,1.190000000000001e-06,0.6297966188822182,1.190000000000001e-06,0.6
1.200000000000001e-06,0.9366333896319703,1.200000000000001e-06,4.69046225361669e-07,1.200000000000001e-06,0.6300451178241514,1.200000000000001e-06,0.6
1.210000000000001e-06,0.7840432993761094,1.210000000000001e-06,1.199996521879305,1.210000000000001e-06,0.6302935693207424,1.210000000000001e-06,0.6
1.220000000000001e-06,0.638366187036309,1.220000000000001e-06,1.199997577792896,1.220000000000001e-06,0.6305419729796525,1.220000000000001e-06,0.6
1.230000000000001e-06,0.588010381217918,1.230000000000001e-06,1.199998002602537,1.230000000000001e-06,0.6307903284086185,1.230000000000001e-06,0.6
1.240000000000001e-06,0.578455146482317,1.240000000000001e-06,1.199998244478447,1.240000000000001e-06,0.6310386352154531,1.240000000000001e-06,0.6
1.250000000000001e-06,0.5765558468259339,1.250000000000001e-06,1.199998418213662,1.250000000000001e-06,0.6312868930080461,1.250000000000001e-06,0.6
1.260000000000001e-06,0.5644472145120991,1.260000000000001e-06,1.199995735407377,1.260000000000001e-06,0.6315351013943644,1.260000000000001e-06,0.6
1.27e-06,0.5640894979801674,1.27e-06,1.199997640139026,1.27e-06,0.6317832599824533,1.27e-06,0.6
1.28e-06,0.5641256199066351,1.28e-06,1.199998111686285,1.28e-06,0.6320313683804363,1.28e-06,0.6
1.29e-06,0.564123135785386,1.29e-06,1.199998419058966,1.29e-06,0.6322794261965164,1.29e-06,0.6
1.3e-06,0.5641163752714468,1.3e-06,1.199998533246406,1.3e-06,0.6325274330389766,1.3e-06,0.6
1.31e-06,0.7329632764175432,1.31e-06,-2.227445084829539e-09,1.31e-06,0.6327753885161802,1.31e-06,0.6
1.32e-06,0.8878638332921146,1.32e-06,9.809754439923503e-11,1.32e-06,0.6330232922365715,1.32e-06,0.6
1.33e-06,0.9837845061452202,1.33e-06,2.344851459331163e-09,1.33e-06,0.6332711438086769,1.33e-06,0.6
1.34e-06,1.001240640421792,1.34e-06,6.376754542995438e-10,1.34e-06,0.6335189428411048,1.34e-06,0.6
1.35e-06,1.005388538197147,1.35e-06,5.039492279628268e-10,1.35e-06,0.6337666889425467,1.35e-06,0.6
1.36e-06,0.9956227794324733,1.36e-06,4.689398736411956e-07,1.36e-06,0.6340143817217777,1.36e-06,0.6
1.369999999999999e-06,0.9946499504126396,1.369999999999999e-06,4.69035359249224e-07,1.369999999999999e-06,0.6342620207876573,1.369999999999999e-06,0.6
1.379999999999999e-06,0.9945857510554402,1.379999999999999e-06,4.690422417141421e-07,1.379999999999999e-06,0.6345096057491292,1.379999999999999e-06,0.6
1.389999999999999e-06,0.9946005259368468,1.389999999999999e-06,4.690445135164734e-07,1.389999999999999e-06,0.6347571362152233,1.389999999999999e-06,0.6
1.399999999999999e-06,0.9945915460155046,1.399999999999999e-06,4.690462569028874e-07,1.399999999999999e-06,0.6350046117950551,1.399999999999999e-06,0.6
1.409999999999999e-06,0.8412945900925043,1.409999999999999e-06,1.199996515233281,1.409999999999999e-06,0.6352520320978269,1.409999999999999e-06,0.6
1.419999999999999e-06,0.6987796160028521,1.419999999999999e-06,1.199997585374504,1.419999999999999e-06,0.6354993967328282,1.419999999999999e-06,0.6
1.429999999999999e-06,0.6501638337453457,1.429999999999999e-06,1.199998007016557,1.429999999999999e-06,0.6357467053094364,1.429999999999999e-06,0.6
1.439999999999999e-06,0.6411062020187736,1.439999999999999e-06,1.199998245821607,1.439999999999999e-06,0.6359939574371178,1.439999999999999e-06,0.6
1.449999999999999e-06,0.6393166587070789,1.449999999999999e-06,1.199998400771752,1.449999999999999e-06,0.6362411527254274,1.449999999999999e-06,0.6
1.459999999999999e-06,0.6279360563581451,1.459999999999999e-06,1.199995216956892,1.459999999999999e-06,0.6364882907840099,1.459999999999999e-06,0.6
1.469999999999999e-06,0.6270613842802525,1.469999999999999e-06,1.199997551500211,1.469999999999999e-06,0.6367353712226008,1.469999999999999e-06,0.6
1.479999999999999e-06,0.6270722337491768,1.479999999999999e-06,1.199998110885367,1.479999999999999e-06,0.6369823936510263,1.479999999999999e-06,0.6
1.489999999999998e-06,0.6270724859638417,1.489999999999998e-06,1.199998379925346,1.489999999999998e-06,0.6372293576792043,1.489999999999998e-06,0.6
1.499999999999999e-06,0.6270721163207483,1.499999999999999e-06,1.199998539529526,1.499999999999999e-06,0.6374762629171448,1.499999999999999e-06,0.6
1.509999999999998e-06,0.4813851895648151,1.509999999999998e-06,1.199999208000213,1.509999999999998e-06,0.6377231089749508,1.509999999999998e-06,0.6
1.519999999999999e-06,0.330400852568854,1.519999999999999e-06,1.19999919877637,1.519999999999999e-06,0.6379698954628187,1.519999999999999e-06,0.6
1.529999999999999e-06,0.2816462866446549,1.529999999999999e-06,1.199999182271605,1.529999999999999e-06,0.6382166219910388,1.529999999999999e-06,0.6
1.539999999999999e-06,0.27557478441273,1.539999999999999e-06,1.199999181314279,1.539999999999999e-06,0.6384632881699964,1.539999999999999e-06,0.6
1.549999999999999e-06,0.275401125567276,1.549999999999999e-06,1.199999184742736,1.549999999999999e-06,0.6387098936101719,1.549999999999999e-06,0.6
1.559999999999999e-06,0.2632545010254183,1.559999999999999e-06,1.199998542890977,1.559999999999999e-06,0.6389564379221416,1.559999999999999e-06,0.6
1.569999999999999e-06,0.2630031141392178,1.569999999999999e-06,1.199998643810787,1.569999999999999e-06,0.6392029207165785,1.569999999999999e-06,0.6
1.579999999999998e-06,0.2629989884961071,1.579999999999998e-06,1.199998715385105,1.579999999999998e-06,0.6394493416042524,1.579999999999998e-06,0.6
1.589999999999998e-06,0.2629984446375564,1.589999999999998e-06,1.199998768690692,1.589999999999998e-06,0.6396957001960313,1.589999999999998e-06,0.6
1.599999999999998e-06,0.262998716364225,1.599999999999998e-06,1.199998810052869,1.599999999999998e-06,0.6399419961028813,1.599999999999998e-06,0.6
1.609999999999998e-06,0.433509990350374,1.609999999999998e-06,1.19760454535654e-09,1.609999999999998e-06,0.6401882289358674,1.609999999999998e-06,0.6
1.619999999999998e-06,0.5919678713550098,1.619999999999998e-06,5.581080399661896e-11,1.619999999999998e-06,0.6404343983061546,1.619999999999998e-06,0.6
1.629999999999998e-06,0.6908578757670948,1.629999999999998e-06,1.438992235310902e-10,1.629999999999998e-06,0.6406805038250076,1.629999999999998e-06,0.6
1.639999999999998e-06,0.7080013817427112,1.639999999999998e-06,3.427030799951437e-10,1.639999999999998e-06,0.6409265451037924,1.639999999999998e-06,0.6
1.649999999999998e-06,0.7119102377652877,1.649999999999998e-06,4.593628279364289e-10,1.649999999999998e-06,0.6411725217539761,1.649999999999998e-06,0.6
1.659999999999998e-06,0.702768914809746,1.659999999999998e-06,4.689390584384769e-07,1.659999999999998e-06,0.6414184333871281,1.659999999999998e-06,0.6
1.669999999999998e-06,0.7009504650604141,1.669999999999998e-06,4.690351275364943e-07,1.669999999999998e-06,0.6416642796149203,1.669999999999998e-06,0.6
1.679999999999997e-06,0.7009779334530013,1.679999999999997e-06,4.690416779960918e-07,1.679999999999997e-06,0.641910060049128,1.679999999999997e-06,0.6
1.689999999999997e-06,0.7010220791267594,1.689999999999997e-06,4.690444921674528e-07,1.689999999999997e-06,0.6421557743016302,1.689999999999997e-06,0.6
1.699999999999997e-06,0.7009508929910341,1.699999999999997e-06,4.690459348486681e-07,1.699999999999997e-06,0.6424014219844107,1.699999999999997e-06,0.6
1.709999999999997e-06,0.5575102917192463,1.709999999999997e-06,1.199996531403206,1.709999999999997e-06,0.6426470027095583,1.709999999999997e-06,0.6
1.719999999999997e-06,0.4085226410590859,1.719999999999997e-06,1.199997604174216,1.719999999999997e-06,0.6428925160892675,1.719999999999997e-06,0.6
1.729999999999997e-06,0.3617433484102214,1.729999999999997e-06,1.199997999008607,1.729999999999997e-06,0.643137961735839,1.729999999999997e-06,0.6
1.739999999999997e-06,0.3541472947236618,1.739999999999997e-06,1.199998243427405,1.739999999999997e-06,0.6433833392616809,1.739999999999997e-06,0.6
1.749999999999997e-06,0.3529933389745344,1.749999999999997e-06,1.199998399344328,1.749999999999997e-06,0.6436286482793083,1.749999999999997e-06,0.6
1.759999999999997e-06,0.3412200678095749,1.759999999999997e-06,1.199995685159497,1.759999999999997e-06,0.643873888401345,1.759999999999997e-06,0.6
1.769999999999997e-06,0.3408922487124548,1.769999999999997e-06,1.19999734254505,1.769999999999997e-06,0.6441190592405233,1.769999999999997e-06,0.6
1.779999999999997e-06,0.3408878279718741,1.779999999999997e-06,1.199998124185466,1.779999999999997e-06,0.6443641604096849,1.779999999999997e-06,0.6
1.789999999999996e-06,0.3408890344393385,1.789999999999996e-06,1.199998395288211,1.789999999999996e-06,0.6446091915217816,1.789999999999996e-06,0.6
1.799999999999996e-06,0.3408890143609697,1.799999999999996e-06,1.199998543303191,1.799999999999996e-06,0.6448541521898761,1.799999999999996e-06,0.6
1.809999999999996e-06,0.5142129913394986,1.809999999999996e-06,-1.180504800618384e-08,1.809999999999996e-06,0.6450990420271416,1.809999999999996e-06,0.6
1.819999999999996e-06,0.6705902275083397,1.819999999999996e-06,1.112974198412014e-10,1.819999999999996e-06,0.6453438606468641,1.819999999999996e-06,0.6
1.829999999999996e-06,0.7738121357814933,1.829999999999996e-06,-1.100974175695158e-09,1.829999999999996e-06,0.6455886076624413,1.829999999999996e-06,0.6
1.839999999999996e-06,0.7906041311830014,1.839999999999996e-06,3.454168256076263e-10,1.839999999999996e-06,0.6458332826873843,1.839999999999996e-06,0.6
1.849999999999996e-06,0.7946800712343377,1.849999999999996e-06,5.008313730188812e-10,1.849999999999996e-06,0.646077885335318,1.849999999999996e-06,0.6
