net21 X,net21 Y,net11 X,net11 Y
0,0.5895361605149776,0,0
1.250000000000003e-06,0.5929088107955489,1.250000000000003e-06,9.4246810664536e-06
3.750000000000009e-06,0.6018663553034665,3.750000000000009e-06,2.827171780033218e-05
8.750000000000023e-06,0.6205246689265548,8.750000000000023e-06,6.59402158949349e-05
1.363715783904224e-05,0.6390152802916922,1.363715783904224e-05,0.0001026959763543149
2.341147351712668e-05,0.6757146527787259,2.341147351712668e-05,0.0001758824558834436
4.296010487329555e-05,0.7485871799273749,4.296010487329555e-05,0.0003199924869525833
8.205736758563328e-05,0.8859431627628788,8.205736758563328e-05,0.0005916491619434182
0.0001236561379069331,1.002707223558791,0.0001236561379069331,0.0008413332277747047
0.0001620850211315616,1.055898847382328,0.0001620850211315616,0.001021529892592948
0.0001957214622392667,1.072157101367754,0.0001957214622392667,0.001130887947751448
0.0002353176177959113,1.08264365225685,0.0002353176177959113,0.001194897347277454
0.0002676604967400112,1.08035820310454,0.0002676604967400112,0.001192619748748492
0.0003242493573084099,1.065262294068271,0.0003242493573084099,0.001071765383158447
0.0003774683377234579,1.000635193524767,0.0003774683377234579,0.0008352667761967041
0.0004174257246923388,0.8923588052261171,0.0004174257246923388,0.0005950367906579378
0.0004561775071631359,0.7539528018100742,0.0004561775071631359,0.000326254567810094
0.0004982718703860312,0.599019946265589,0.0004982718703860312,1.302953428625911e-05
0.0005313768443931891,0.4746483591394799,0.0005313768443931891,-0.0002350463195076309
0.0005669018454154537,0.355637783659881,0.0005669018454154537,-0.000489703342510849
0.000602729040772504,0.2498204384302271,0.000602729040772504,-0.0007218845206435212
0.0006421691266981775,0.1654916002703168,0.0006421691266981775,-0.0009349546570630406
0.0006814349865957856,0.1144065644524401,0.0006814349865957856,-0.001090355004741385
0.0007599667063910021,0.09176859109253531,0.0007599667063910021,-0.001197647810081493
0.0008205460138813718,0.1164019333808708,0.0008205460138813718,-0.001084033208165894
0.0008728140532597239,0.1913786020693202,0.0008728140532597239,-0.0008601020247276366
0.0009240083739312778,0.3241171190894001,0.0009240083739312778,-0.0005514397568638911
0.0009849677757162571,0.5311883698587513,0.0009849677757162571,-0.0001131718607522667
0.001033978839014536,0.7158437496527157,0.001033978839014536,0.0002542526064591665
0.001083624947139366,0.890550066164696,0.001083624947139366,0.0006019031359474292
0.001126374117896938,1.008988509444228,0.001126374117896938,0.0008558224745747496
0.00116817743979703,1.059165032774828,0.00116817743979703,0.001044879058941254
0.001201487201770377,1.075491816311336,0.001201487201770377,0.001144683024215635
0.001234892489037655,1.081030722621382,0.001234892489037655,0.001194597799480516
0.001275730222590036,1.080726718539712,0.001275730222590036,0.001184352247892587
0.001325416189561127,1.063623917021062,0.001325416189561127,0.001067779554837893
0.001367985000648402,1.020249977848478,0.001367985000648402,0.0008850921119390124
0.001415426459453216,0.8969357012789986,0.001415426459453216,0.0006080798548437784
0.001449430724955789,0.7803514199191847,0.001449430724955789,0.0003749001683130633
0.001485893306498087,0.6440636422568441,0.001485893306498087,0.0001062227518465381
