net21 X,net21 YRe,net21 YReImag
1,-498.431486627983,0.00110401744394935
1.023292992280754,-498.4314866278373,0.001148450162127679
1.047128548050899,-498.4314866276808,0.001193491803783457
1.071519305237606,-498.4314866274028,0.001239166250590733
1.096478196143185,-498.4314866271681,0.001285497719746577
1.122018454301963,-498.4314866269212,0.001332510776808927
1.148153621496882,-498.4314866266614,0.001380230348722921
1.174897554939529,-498.4314866264436,0.001428681737037544
1.202264434617413,-498.4314866260739,0.001477890631319107
1.230268770812381,-498.4314866258,0.001527883122776109
1.258925411794167,-498.4314866254558,0.001578685718088308
1.288249551693134,-498.4314866250957,0.001630325353464453
1.318256738556407,-498.4314866248571,0.00168282940892373
1.348962882591653,-498.4314866243805,0.001736225722808878
1.380384264602885,-498.4314866240513,0.001790542606554902
1.412537544622754,-498.4314866236481,0.001845808859691026
1.445439770745927,-498.43148662317,0.001902053785116151
1.479108388168207,-498.4314866228091,0.001959307204635665
1.513561248436208,-498.4314866222614,0.00201759947476808
1.548816618912481,-498.4314866217736,0.002076961502848571
1.584893192461113,-498.4314866213176,0.002137424763409944
1.621810097358929,-498.4314866207265,0.002199021314871861
1.65958690743756,-498.4314866201097,0.002261783816542159
1.698243652461743,-498.4314866195762,0.002325745545930945
1.737800828749374,-498.431486618904,0.002390940416391751
1.778279410038922,-498.4314866182023,0.002457402995108844
1.819700858609982,-498.4314866175802,0.002525168521422236
1.862087136662866,-498.4314866168704,0.002594272925509382
1.905460717963246,-498.4314866161819,0.00266475284744107
1.949844599758044,-498.4314866154028,0.002736645656603683
1.995262314968878,-498.4314866144762,0.002809989471515532
2.041737944669527,-498.4314866136764,0.002884823180041167
2.089296130854037,-498.4314866127808,0.0029611864600009
2.13796208950223,-498.4314866118426,0.003039119800217121
2.18776162394955,-498.4314866108599,0.003118664521978338
2.238721138568337,-498.4314866098857,0.003199862800949602
2.29086765276777,-498.4314866086972,0.003282757689530338
2.344228815319919,-498.4314866076507,0.003367393139692306
2.398832919019488,-498.4314866064956,0.003453814026268171
2.454708915685027,-498.4314866052018,0.003542066170755477
2.511886431509577,-498.4314866038493,0.003632196365610386
2.57039578276886,-498.4314866024355,0.003724252399055147
2.630267991895378,-498.4314866010677,0.00381828308041882
2.691534803926912,-498.4314865995775,0.00391433826601083
2.754228703338163,-498.4314865979618,0.004012468885561862
2.81838293126445,-498.4314865963274,0.004112726969226904
2.884031503126602,-498.4314865946158,0.004215165675168124
2.951209226666381,-498.4314865928234,0.004319839317743199
3.019951720402012,-498.4314865908912,0.004426803396301914
3.090295432513586,-498.4314865889256,0.004536114624616315
3.162277660168374,-498.4314865869222,0.004647830960946558
3.235936569296277,-498.4314865847115,0.004762011638769715
3.311311214825905,-498.4314865824542,0.004878717198195416
3.38844156139202,-498.4314865800903,0.004998009518054943
3.46736850452531,-498.4314865775873,0.005119951848714583
3.548133892335748,-498.4314865749124,0.005244608845611338
3.630780547701007,-498.4314865722256,0.0053720466035383
3.715352290971718,-498.4314865693555,0.005502332691677872
3.801893963205605,-498.4314865663238,0.005635536189438917
3.890451449942799,-498.4314865632345,0.005771727723081321
3.981071705534965,-498.431486559943,0.00591097950315565
4.073802778041119,-498.4314865565251,0.006053365362800546
4.168693834703346,-498.431486552891,0.006198960796881229
4.265795188015918,-498.4314865491708,0.006347843002027062
4.365158322401651,-498.4314865451636,0.006500090917548832
4.466835921509622,-498.431486540999,0.006655785267309735
4.570881896148741,-498.4314865367509,0.006815008602516738
4.677351412871972,-498.4314865321896,0.006977845345483502
4.786300923226373,-498.431486527416,0.007144381834409065
4.897788193684452,-498.431486522475,0.007314706369145324
5.011872336272712,-498.4314865172458,0.007488909258011539
5.128613839913638,-498.4314865117729,0.007667082865686349
5.248074602497715,-498.4314865060997,0.007849321662176072
5.370317963702516,-498.431486500104,0.008035722272898857
5.495408738576233,-498.431486493773,0.008226383529925106
5.623413251903478,-498.4314864872592,0.008421406524381699
5.754399373371556,-498.4314864804384,0.008620894660037508
5.888436553555876,-498.4314864732409,0.008824953708140027
6.025595860743564,-498.4314864657067,0.00903369186349859
6.165950018614807,-498.4314864577647,0.009247219801843136
6.309573444801917,-498.4314864495641,0.009465650738518233
6.456542290346539,-498.4314864408666,0.009689100488488617
6.606934480075944,-498.4314864319022,0.009917687527777679
6.760829753919801,-498.4314864224038,0.01015153305624881
6.918309709189348,-498.431486412434,0.01039076106189827
7.079457843841362,-498.4314864020545,0.01063549838658337
7.244359600749883,-498.4314863911334,0.01088587479326702
7.413102413009157,-498.4314863798683,0.01114202303484249
7.585775750291819,-498.4314863678213,0.01140407892447806
7.762471166286898,-498.4314863554088,0.01167218140769296
7.943282347242794,-498.4314863423285,0.01194647263595834
8.128305161640972,-498.4314863286079,0.01222709804211466
8.317637711026689,-498.4314863141909,0.01251420641746297
8.511380382023743,-498.4314862991574,0.01280794999066751
8.709635899560784,-498.4314862834204,0.01310848450845376
8.912509381337431,-498.4314862670022,0.01341596931820146
9.120108393559072,-498.4314862497853,0.01373056745241979
9.332543007969884,-498.4314862317055,0.014052445715199
9.549925860214332,-498.4314862128079,0.01438177477065593
9.772372209558078,-498.4314861929695,0.01471872923340666
9.99999999999997,-498.4314861722592,0.01506348776117025
10.23292992280751,-498.4314861505505,0.0154162331494729
10.47128548050896,-498.4314861278252,0.01577715242858581
10.71519305237603,-498.4314861040078,0.01614643696268197
10.96478196143182,-498.4314860790755,0.01652428255130616
11.2201845430196,-498.4314860529762,0.01691088953318559
11.48153621496879,-498.4314860256546,0.01730646289245406
