net1 X,net1 YRe,net1 YReImag
1,4283.820285430638,-0.008861280375421509
1.584893192461114,4283.820285403844,-0.01404418294340996
2.511886431509581,4283.820285336536,-0.02225852994035115
3.981071705534974,4283.820285167471,-0.03527739257530966
6.309573444801934,4283.8202847428,-0.05591089933503293
10,4283.820283676076,-0.08861280371915951
15.84893192461114,4283.82028099658,-0.1404418292945404
25.11886431509581,4283.820274265986,-0.2225852988479168
39.81071705534975,4283.820257359498,-0.3527739235412351
63.09573444801936,4283.820214892479,-0.5591089845447234
100.0000000000001,4283.820108219737,-0.8861280021359231
158.4893192461115,4283.819840269763,-1.404418153386468
251.1886431509582,4283.819167204418,-2.225852432880263
398.1071705534976,4283.817476548169,-3.527737023534751
630.9573444801939,4283.81322981688,-5.591081039814251
1000.000000000001,4283.802562006126,-8.861244963465539
1584.893192461115,4283.775766343896,-14.04404196614339
2511.886431509583,4283.708460049977,-22.25796870667667
3981.071705534978,4283.539401850385,-35.27515832365142
6309.573444801941,4283.114805761161,-55.90200548313024
10000.00000000001,4282.048627231181,-88.5774052002577
15848.93192461116,4279.372764326733,-140.30099021048
25118.86431509584,4272.665513119811,-222.025456357728
39810.71705534979,4255.906795606548,-350.553584231012
63095.73444801944,4214.364986124823,-550.3528848996149
100000.0000000002,4113.387546289592,-852.0747436219879
158489.3192461117,3879.196451791334,-1276.286045000957
251188.6431509586,3390.537205254163,-1777.5224878303
398107.1705534981,2563.364585750351,-2159.197152711964
630957.3444801947,1558.849981965232,-2155.587715415194
1000000.000000002,733.8389845259609,-1767.315057665467
1584893.192461117,247.9460972529072,-1259.596613608206
2511886.431509587,17.09048209953059,-826.8528134752926
3981071.705534983,-78.02421485403994,-512.7060968627111
6309573.44480195,-107.4148098252271,-296.3233097300895
10000000.00000003,-101.1168689627646,-150.8387631109904
15848931.92461118,-73.95264980582004,-61.07598560674452
25118864.31509588,-42.28618705270959,-16.74106925037897
39810717.05534985,-19.50896525603388,-1.208913855489358
63095734.44801953,-7.490593307617895,2.009341135303464
100000000.0000003,-2.303269203112332,1.647384293345313
158489319.2461119,-0.4741657524347435,0.7941232178537805
251188643.1509589,-0.01808345433464772,0.2591207726939979
398107170.5534986,0.02480742844424507,0.05111101633670253
630957344.4801955,0.004715562775075223,0.006299719702750977
1000000000.000004,0.0006580260369617253,0.002056176108910722
1584893192.461119,0.0003907818705397232,0.0005935587831706112
2511886431.50959,0.00018790735967459,0.000117807035806014
3981071705.534988,7.987558902317014e-05,3.458878905324884e-06
6309573444.801957,3.386605762935379e-05,-2.041943384690667e-05
10000000000,1.156491048090355e-05,-2.605284826244466e-05
