net1 X,net1 Y,net11 X,net11 Y,I0.\1  X,I0.\1  Y
2.452620187443506e-07,0.6184893930310705,2.452620187443506e-07,0.1770482961177847,2.452620187443506e-07,1.827926491220831e-05
2.524852396994546e-07,0.6190337447214894,2.524852396994546e-07,0.1897259224728429,2.524852396994546e-07,1.95349248013232e-05
2.540112286922596e-07,0.6191487433223497,2.540112286922596e-07,0.1942272645619515,2.540112286922596e-07,2.001429875090066e-05
2.570632066778686e-07,0.6193787384074031,2.570632066778686e-07,0.2133378549078098,2.570632066778686e-07,2.194202689946202e-05
2.604691383044076e-07,0.6196354038426828,2.604691383044076e-07,0.2608354550169407,2.604691383044076e-07,2.678394163014964e-05
2.641339528084876e-07,0.6199115742493357,2.641339528084876e-07,0.3364590508058448,2.641339528084876e-07,3.431121193672311e-05
2.681063327105556e-07,0.6202109171725076,2.681063327105556e-07,0.4160464043783768,2.681063327105556e-07,4.216189548305469e-05
2.712492742305596e-07,0.6204477533169965,2.712492742305596e-07,0.4670017414684949,2.712492742305596e-07,4.711931673946381e-05
2.753245357217326e-07,0.6207548396148729,2.753245357217326e-07,0.5146567619537525,2.753245357217326e-07,5.176122280333745e-05
2.824574084378557e-07,0.6212923152817713,2.824574084378557e-07,0.5486398874355577,2.824574084378557e-07,5.489846342010039e-05
2.848827194027587e-07,0.6214750632482834,2.848827194027587e-07,0.5539686571979965,2.848827194027587e-07,5.553226371102781e-05
2.897080903506917e-07,0.6218386505625495,2.897080903506917e-07,0.562037304686852,2.897080903506917e-07,5.620755206337047e-05
2.956647889465317e-07,0.622287471297728,2.956647889465317e-07,0.5684814676264437,2.956647889465317e-07,5.693523517311045e-05
3.056647889465317e-07,0.6230409153833655,3.056647889465317e-07,0.5753480086814469,3.056647889465317e-07,5.750451282124394e-05
3.156647889465318e-07,0.6237943230842525,3.156647889465318e-07,0.5798288002782841,3.156647889465318e-07,5.804149360414701e-05
3.256647889465328e-07,0.6245476932106556,3.256647889465328e-07,0.5827989757293257,3.256647889465328e-07,5.823205189152419e-05
3.356647889465328e-07,0.6253010245729004,3.356647889465328e-07,0.5852365772616613,3.356647889465328e-07,5.857072749454187e-05
3.456647889465328e-07,0.626054315981374,3.456647889465328e-07,0.5869805056922278,3.456647889465328e-07,5.864160254675121e-05
3.556647889465328e-07,0.6268075662465262,3.556647889465328e-07,0.5886450583316866,3.556647889465328e-07,5.890624473327163e-05
3.656647889465329e-07,0.6275607741788722,3.656647889465329e-07,0.5898869417392103,3.656647889465329e-07,5.892771929867543e-05
3.756647889465329e-07,0.6283139385889939,3.756647889465329e-07,0.591234539777685,3.756647889465329e-07,5.91630775756877e-05
3.856647889465329e-07,0.6290670582875417,3.856647889465329e-07,0.5922854395099576,3.856647889465329e-07,5.916515335959233e-05
